calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y
3,0.05,0.0009,15,-0.17874226170791735,-0.1546118390129321,-0.05,0.001
0,0.01,0.017,15,-0.019179700803009233,0.00015548645489010855,-0.02,0.0
1,0.01,0.017,15,-0.020835996221265765,0.01972501419677136,-0.02,0.019
2,0.01,0.017,15,0.002140003224624006,-0.015322368954222025,0.0,-0.019
3,0.01,0.017,15,-0.043955606236353084,0.023180654577842963,-0.05,0.001
0,0.01,0.017,15,-0.020074856294979248,-0.0008275903147531277,-0.02,0.0
1,0.01,0.017,15,-0.02121995402127884,0.020382948937179433,-0.02,0.019
2,0.01,0.017,15,0.002057806467701324,-0.014386369467980728,0.0,-0.019
3,0.01,0.017,15,-0.03722706164479499,0.03717223449019451,-0.05,0.001
0,0.01,0.017,15,-0.020421983903856942,-0.0008077244523674532,-0.02,0.0
1,0.01,0.017,15,-0.020674028023786113,0.019948015787339127,-0.02,0.019
2,0.01,0.017,15,0.010894727938035448,-0.005110422753995374,0.0,-0.019
3,0.01,0.017,15,-0.03444384487921794,0.03315527274690433,-0.05,0.001
0,0.01,0.017,15,-0.01983214498920991,-0.0006818679206226434,-0.02,0.0
1,0.01,0.017,15,-0.020203776703166445,0.019740302866749184,-0.02,0.019
2,0.01,0.017,15,0.006916199904402556,-0.009749617319859648,0.0,-0.019
3,0.01,0.017,15,-0.043722176206381774,0.023675367732166788,-0.05,0.001
0,0.01,0.017,15,-0.02176719427501738,-0.0024535982258356757,-0.02,0.0
1,0.01,0.017,15,-0.020763723575763476,0.01993299836318452,-0.02,0.019
2,0.01,0.017,15,0.0013243128196486866,-0.014936658130216201,0.0,-0.019
3,0.01,0.017,15,-0.05119349797253012,0.03585567641075345,-0.05,0.001
0,0.01,0.017,15,-0.021908037764885306,0.00024678313977085666,-0.02,0.0
1,0.01,0.017,15,-0.021085519747060077,0.018397891773109888,-0.02,0.019
2,0.01,0.017,15,-0.0007365060788086643,-0.015939808949186604,0.0,-0.019
3,0.01,0.017,15,-0.04086116506214085,0.02230332337080016,-0.05,0.001
0,0.01,0.017,15,-0.021063307082693255,0.0018664768003611753,-0.02,0.0
1,0.01,0.017,15,-0.020561060486825957,0.01745276588019513,-0.02,0.019
2,0.01,0.017,15,-0.000715233342886747,-0.015168318127541972,0.0,-0.019
3,0.01,0.017,15,-0.048909863636602574,0.014973757771780378,-0.05,0.001
0,0.01,0.017,15,-0.021625128052292844,0.00195900647022675,-0.02,0.0
1,0.01,0.017,15,-0.019787557709866958,0.017720489134004206,-0.02,0.019
2,0.01,0.017,15,0.0007808953192067434,-0.01578339939327834,0.0,-0.019
3,0.01,0.017,15,-0.04307023361130028,0.0072722971038939955,-0.05,0.001
0,0.01,0.017,15,-0.020933092726564465,0.0021007891847013654,-0.02,0.0
1,0.01,0.017,15,-0.021264430898858527,0.01389145510771235,-0.02,0.019
2,0.01,0.017,15,-0.00023906827022150885,-0.015618038103731751,0.0,-0.019
3,0.01,0.017,15,-0.04217628965479095,-0.04447037152971495,-0.05,0.001
0,0.01,0.017,15,-0.023542629226549046,0.0022365494161809703,-0.02,0.0
1,0.01,0.017,15,-0.021839433051817975,0.013684080861315657,-0.02,0.019
2,0.01,0.017,15,0.0009298142469002034,-0.016480609256000922,0.0,-0.019
3,0.01,0.017,15,-0.03306641936313939,-0.01957273733919914,-0.05,0.001
0,0.01,0.009,15,-0.019910535204238158,0.0025316093193718326,-0.02,0.0
1,0.01,0.009,15,-0.01739157242613007,0.014552705342730142,-0.02,0.019
2,0.01,0.009,15,0.0004407158511563758,-0.016358005252125205,0.0,-0.019
3,0.01,0.009,15,-0.05096125916390912,0.02376197217719357,-0.05,0.001
