calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y,cov_00,cov_01,cov_10,cov_11,movement_name
3,0.001,0.0009,15,-0.047978177448770795,0.025693816900134076,-0.05,0.01,2.0819644981625795e-07,9.099837286024052e-08,9.099837286024052e-08,1.61982715163035e-07,-90 to 0 deg
0,0.001,0.0009,15,-0.02034360803947349,-0.0003021282537193832,-0.02,0.0,2.578034167290308e-07,1.6822062211375262e-07,1.6822062211375262e-07,2.4330686324727716e-07,-90 to 0 deg
1,0.001,0.0009,15,-0.0008303827358430811,0.017589899123559963,0.0,0.019,2.8603700418636744e-07,3.2836819964267587e-07,3.2836819964267587e-07,5.897346558214909e-07,-90 to 0 deg
2,0.001,0.0009,15,-0.02125742851455325,-0.019991868227393565,-0.02,-0.019,5.168736894037152e-07,4.291613307259384e-07,4.291613307259384e-07,4.902394460930647e-07,-90 to 0 deg
3,0.001,0.0009,15,-0.0477281278673852,0.025413301222103165,-0.05,0.01,2.1695859058219452e-07,8.884637198568987e-08,8.884637198568987e-08,1.5385452923402034e-07,-90 to 0 deg
0,0.001,0.0009,15,-0.02035397501065156,-0.00031216544084926843,-0.02,0.0,2.6053259719984664e-07,1.651003177965488e-07,1.651003177965488e-07,2.3540305767754057e-07,-90 to 0 deg
1,0.001,0.0009,15,-0.0009402481774160958,0.017414805048029933,0.0,0.019,2.387590655664931e-07,2.691937175985736e-07,2.691937175985736e-07,5.258823675336678e-07,-90 to 0 deg
2,0.001,0.0009,15,-0.021149155301522705,-0.01971893132132276,-0.02,-0.019,5.85284783459134e-07,5.443899889427047e-07,5.443899889427047e-07,6.516093331278788e-07,-90 to 0 deg
3,0.001,0.0009,15,-0.04783100047457066,0.026439511933021166,-0.05,0.01,1.920006142127534e-07,8.951304181600742e-08,8.951304181600742e-08,1.7209085942833886e-07,-90 to 0 deg
0,0.001,0.0009,15,-0.020509253632730533,-0.0004978056162905339,-0.02,0.0,3.2554078921102523e-07,2.0407056599527328e-07,2.0407056599527328e-07,2.4923089268815706e-07,-90 to 0 deg
1,0.001,0.0009,15,-0.0012014402065966656,0.016759092337635867,0.0,0.019,2.598512625730714e-07,3.1124478523639823e-07,3.1124478523639823e-07,6.034078679378635e-07,-90 to 0 deg
2,0.001,0.0009,15,-0.020789760316993377,-0.019403137204250118,-0.02,-0.019,5.004642301724094e-07,4.200723041226581e-07,4.200723041226581e-07,4.8836615385343e-07,-90 to 0 deg
3,0.001,0.0009,15,-0.05252861917836448,0.023308585965897546,-0.05,0.01,2.504647790967489e-07,1.0029803400841055e-07,1.0029803400841055e-07,1.5014818089370544e-07,-90 to 0 deg
0,0.001,0.0009,15,-0.020104860358189,-0.0003134353221486627,-0.02,0.0,2.8413567477583986e-07,1.9562649340114892e-07,1.9562649340114892e-07,2.682582951137143e-07,-90 to 0 deg
1,0.001,0.0009,15,-0.001178008968002371,0.016742638199269393,0.0,0.019,2.536755602727774e-07,3.061603040689279e-07,3.061603040689279e-07,6.042338901401528e-07,-90 to 0 deg
2,0.001,0.0009,15,-0.02075440175154577,-0.019575219386743985,-0.02,-0.019,4.862710971072851e-07,4.1236631624632444e-07,4.1236631624632444e-07,4.872765387376754e-07,-90 to 0 deg
3,0.001,0.0009,15,-0.052516682685394424,0.02336894055623523,-0.05,0.01,2.5183277138953504e-07,9.092856768172082e-08,9.092856768172082e-08,1.3978446331063762e-07,-90 to 0 deg
0,0.001,0.0009,15,-0.019882496277970008,-0.0001552292474719654,-0.02,0.0,2.9095003024772897e-07,2.214938649757306e-07,2.214938649757306e-07,3.106907514927021e-07,-90 to 0 deg
1,0.001,0.0009,15,-0.001135474290008614,0.01684952587141657,0.0,0.019,2.6792937498037816e-07,3.233905797131334e-07,3.233905797131334e-07,6.205618831949421e-07,-90 to 0 deg
2,0.001,0.0009,15,-0.0207956598010201,-0.019480895657850283,-0.02,-0.019,4.74745619707423e-07,3.756371814078324e-07,3.756371814078324e-07,4.27854777782865e-07,-90 to 0 deg
3,0.001,0.0009,15,-0.05229703782545535,0.023589511262586054,-0.05,0.01,3.0993147022605156e-07,1.0449978088412149e-07,1.0449978088412149e-07,1.3370345563636998e-07,-90 to 0 deg
0,0.001,0.0009,15,-0.019882009058791325,0.0007929242799194793,-0.02,0.0,1.1271725853064297e-07,7.206149746352326e-08,7.206149746352326e-08,2.937280343666355e-07,-90 to 90 deg
1,0.001,0.0009,15,0.0001782454746223587,0.018689601991232985,0.0,0.019,9.840535541865876e-08,1.1190829317693454e-08,1.1190829317693454e-08,2.350218008128768e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020512028925546832,-0.018310331128971135,-0.02,-0.019,9.53942914405575e-08,1.4249051147862246e-08,1.4249051147862246e-08,2.5504696653014596e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.049840769468412115,0.006212365483625016,-0.05,0.01,1.1081474541289034e-07,1.6916367529826704e-08,1.6916367529826704e-08,1.8777664909538448e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.019895329668466345,0.0005525697364449924,-0.02,0.0,1.0278374195676936e-07,4.6029942135155175e-08,4.6029942135155175e-08,2.690972870623762e-07,-90 to 90 deg
1,0.001,0.0009,15,9.610750700327664e-05,0.018796448561245644,0.0,0.019,1.0233102506416926e-07,2.567017040040066e-08,2.567017040040066e-08,2.3208509071346624e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020523710406017196,-0.018233052701927474,-0.02,-0.019,9.684454441996221e-08,-4.601238286911538e-09,-4.601238286911538e-09,2.390202395035855e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.04893992200404554,0.00743554028812911,-0.05,0.01,1.1162368107383585e-07,1.7966580274842064e-08,1.7966580274842064e-08,1.8637796620680072e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.01991500244071872,-8.798012550678203e-05,-0.02,0.0,1.0392791711706184e-07,2.4590093955593216e-08,2.4590093955593216e-08,2.1963944309594918e-07,-90 to 90 deg
1,0.001,0.0009,15,2.920244708668664e-05,0.018894038336880865,0.0,0.019,1.1307602929745318e-07,4.312403198864324e-08,4.312403198864324e-08,2.2019505745748346e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.02044492534162536,-0.01816921233344975,-0.02,-0.019,9.622817577294641e-08,-1.8746024290544859e-10,-1.8746024290544859e-10,2.420240103933844e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.05006147810126023,0.007697910996486602,-0.05,0.01,1.1273985399770156e-07,1.8012066412771805e-08,1.8012066412771805e-08,1.8348693948271372e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.019957760241453053,-0.0001193718537143794,-0.02,0.0,1.0393873479483478e-07,2.4424692890707167e-08,2.4424692890707167e-08,2.1936163989392677e-07,-90 to 90 deg
1,0.001,0.0009,15,0.0001580248844904344,0.018901835658407366,0.0,0.019,1.0555953755141388e-07,2.9478110572170484e-08,2.9478110572170484e-08,2.236273448411687e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020242541218057877,-0.018217484020724168,-0.02,-0.019,9.719489212811393e-08,2.5145418572404625e-08,2.5145418572404625e-08,2.5820437064480674e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.049576758136847525,0.008663349403246437,-0.05,0.01,1.2501108519021795e-07,1.714904783564786e-08,1.714904783564786e-08,1.5800858872108162e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.020054613093756186,-0.00015612378032807612,-0.02,0.0,1.0366379986581277e-07,2.12566083844872e-08,2.12566083844872e-08,2.164070174709011e-07,-90 to 90 deg
1,0.001,0.0009,15,0.00010777430869189796,0.019022125117676498,0.0,0.019,1.008418377113475e-07,2.7174406832941776e-08,2.7174406832941776e-08,2.4231409814374006e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020256352646949274,-0.018532280572250287,-0.02,-0.019,1.0424265395690532e-07,2.294081610464446e-08,2.294081610464446e-08,2.173698339740289e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.04950877987840767,0.007654525579345711,-0.05,0.01,1.1100679066951201e-07,4.856501052960851e-09,4.856501052960851e-09,1.8113724589244477e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.019891077886177604,3.252889154466109e-05,-0.02,0.0,1.0481069653124073e-07,1.702518768767423e-08,1.702518768767423e-08,2.072460907415375e-07,-90 to 90 deg
1,0.001,0.0009,15,0.00034612472578774133,0.01912552781139724,0.0,0.019,1.0054016322386716e-07,2.1739459628735035e-08,2.1739459628735035e-08,2.3536935368104626e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020416655053765692,-0.01857970465898155,-0.02,-0.019,1.0629975543525048e-07,4.056991614403244e-08,4.056991614403244e-08,2.390455522721737e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.04934461497053016,0.007573249029643116,-0.05,0.01,1.2184261384001614e-07,4.3149107676645766e-09,4.3149107676645766e-09,1.581788204804468e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.01993958863598746,4.014036968160424e-05,-0.02,0.0,1.0636666472795704e-07,1.5530472788246068e-09,1.5530472788246068e-09,1.9390468463370998e-07,-90 to 90 deg
1,0.001,0.0009,15,0.0003256588367507697,0.019119287686004172,0.0,0.019,9.860254686052479e-08,1.0916019833577226e-08,1.0916019833577226e-08,2.3382454939087343e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020290322972189103,-0.01861414787591364,-0.02,-0.019,1.0647618139898592e-07,1.8926105273315824e-08,1.8926105273315824e-08,2.0407912121276883e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.04993710036350845,0.0063212923152582414,-0.05,0.01,1.265644600372717e-07,1.270680636223192e-08,1.270680636223192e-08,1.5333494383836086e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.020037091446763012,-7.701722543604721e-05,-0.02,0.0,9.790528787840568e-08,-7.49613300534386e-09,-7.49613300534386e-09,2.319536729589237e-07,-90 to 90 deg
1,0.001,0.0009,15,0.0002586815796384104,0.019295335874413882,0.0,0.019,9.388446175616272e-08,1.1380877603539751e-08,1.1380877603539751e-08,2.655140640801958e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.019929429836599424,-0.0184941341264712,-0.02,-0.019,9.890201295331618e-08,8.89413248041182e-09,8.89413248041182e-09,2.2915702229513886e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.049496218661532816,0.007382818842212414,-0.05,0.01,1.3412577422889575e-07,-2.3324174156158515e-09,-2.3324174156158515e-09,1.412686028023594e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.019997481008934635,-0.00015191652834382267,-0.02,0.0,9.760807327173247e-08,-7.60035868053365e-09,-7.60035868053365e-09,2.3368656688660694e-07,-90 to 90 deg
1,0.001,0.0009,15,0.0003349481581561901,0.01938157380898034,0.0,0.019,1.0116482435183975e-07,1.7089669696042118e-08,1.7089669696042118e-08,2.26404883515166e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020164505768278527,-0.018532364521023127,-0.02,-0.019,1.0558607778093953e-07,2.2930434716321017e-08,2.2930434716321017e-08,2.1190152755036897e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.0497673063153339,0.008585264608101103,-0.05,0.01,1.2545540100691656e-07,-6.045003120009283e-09,-6.045003120009283e-09,1.529236546103202e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.02002856923388431,-0.00012880742375205183,-0.02,0.0,9.815880595998039e-08,-4.137967035501603e-09,-4.137967035501603e-09,2.292269572998257e-07,-90 to 90 deg
1,0.001,0.0009,15,0.00042653846934942333,0.01940743721617891,0.0,0.019,1.0127546022313851e-07,3.7131959718958536e-08,3.7131959718958536e-08,2.603931049784978e-07,-90 to 90 deg
2,0.001,0.0009,15,-0.020018916920886202,-0.01869649324225883,-0.02,-0.019,1.1442855435698194e-07,2.5256344443264655e-08,2.5256344443264655e-08,1.864867113204442e-07,-90 to 90 deg
3,0.001,0.0009,15,-0.04989460643777402,0.009600049604503376,-0.05,0.01,1.361232093346697e-07,-1.79349510858193e-09,-1.79349510858193e-09,1.3915954543219875e-07,-90 to 90 deg
0,0.001,0.0009,15,-0.019868187182568924,0.00020142024913891827,-0.02,0.0,9.222340105785897e-08,1.7209993555028888e-08,1.7209993555028888e-08,2.8150111570433134e-07,Child only
1,0.001,0.0009,15,0.00010962204438543058,0.018559420146907632,0.0,0.019,1.77150713464492e-07,-6.94184713219149e-07,-6.94184713219149e-07,4.5626680476400064e-06,Child only
2,0.001,0.0009,15,-0.01897682947599813,-0.019877221720131243,-0.02,-0.019,1.0026091047200267e-07,2.99153515877752e-08,2.99153515877752e-08,2.4829401415036477e-07,Child only
3,0.001,0.0009,15,-0.03897601535226466,0.0022055153377258524,-0.05,0.01,1.0849741604752427e-07,5.692647346515802e-07,5.692647346515802e-07,8.32321960019442e-06,Child only
0,0.001,0.0009,15,-0.020007302461903843,0.00015087913463203905,-0.02,0.0,9.206477954609785e-08,-4.206525683856644e-09,-4.206525683856644e-09,2.710329385128213e-07,Child only
1,0.001,0.0009,15,0.0009514195145761658,0.00935036790506382,0.0,0.019,5.045942139335471e-07,-1.4268149109634287e-05,-1.4268149109634287e-05,0.0004671633975428721,Child only
2,0.001,0.0009,15,-0.020265017166248834,-0.01868322428606014,-0.02,-0.019,1.0872167499953788e-07,3.011800276275756e-08,3.011800276275756e-08,2.0973962822391138e-07,Child only
3,0.001,0.0009,15,-0.044466521698469506,0.17624205959970368,-0.05,0.01,1.6202197048303096e-07,-2.050401768801857e-07,-2.050401768801857e-07,8.486971558374301e-07,Child only
0,0.001,0.0009,15,-0.01994493238138079,-0.00015251712935505238,-0.02,0.0,8.561773282720384e-08,-1.3764932254660384e-08,-1.3764932254660384e-08,3.5810311040634194e-07,Child only
1,0.001,0.0009,15,0.00037686691582749024,-0.020047226991120257,0.0,0.019,1.0329700851775067e-05,6.300804357268275e-05,6.300804357268275e-05,0.0003869800793897401,Child only
2,0.001,0.0009,15,-0.02002742734342817,-0.019486165853927144,-0.02,-0.019,1.003364925459842e-07,1.9271574298781292e-08,1.9271574298781292e-08,2.3060802621943202e-07,Child only
3,0.001,0.0009,15,-0.04408428851989073,-0.031041216749299973,-0.05,0.01,1.0305602526037534e-07,-3.7668836802580854e-07,-3.7668836802580854e-07,4.439558664449373e-06,Child only
0,0.001,0.0009,15,-0.020043985723706952,-0.00010965218728767957,-0.02,0.0,8.5273625502363e-08,-2.471799487462561e-08,-2.471799487462561e-08,3.8947785864560605e-07,Child only
1,0.001,0.0009,15,0.0011278215132702806,-0.01545219323859828,0.0,0.019,3.7374931183084534e-06,3.267516965983022e-05,3.267516965983022e-05,0.00029109231219744347,Child only
2,0.001,0.0009,15,-0.020119066247153667,-0.019732530227913523,-0.02,-0.019,1.0437280188508796e-07,3.094704188032571e-08,3.094704188032571e-08,2.2907878643872077e-07,Child only
3,0.001,0.0009,15,-0.049471544608528005,-0.0005307925284999118,-0.05,0.01,7.833514026459877e-08,-1.302921134149353e-07,-1.302921134149353e-07,2.3131387700910935e-06,Child only
0,0.001,0.0009,15,-0.020232615454476004,-0.00040454056220556666,-0.02,0.0,8.955741779227261e-08,-3.4488144709828873e-08,-3.4488144709828873e-08,3.5141361554843804e-07,Child only
1,0.001,0.0009,15,0.0004229434135633368,-0.014930343688358948,0.0,0.019,4.5291352993080166e-06,4.1744953979731154e-05,4.1744953979731154e-05,0.00039076797807324277,Child only
2,0.001,0.0009,15,-0.019060655064250073,-0.02034620339258186,-0.02,-0.019,9.752273704979364e-08,3.080991745098606e-08,3.080991745098606e-08,2.6750077043634036e-07,Child only
3,0.001,0.0009,15,-0.05053180730956303,0.014903450808576392,-0.05,0.01,1.595753787169989e-07,-5.503165103692105e-07,-5.503165103692105e-07,3.466539023339311e-06,Child only
0,0.001,0.0009,15,-0.020249797519674814,-0.0003492650290339771,-0.02,0.0,8.764157541728711e-08,-2.999498818167635e-08,-2.999498818167635e-08,3.6467696224720074e-07,Child only
1,0.001,0.0009,15,0.00016967944591174421,-0.01935168162445306,0.0,0.019,4.078961280882368e-06,3.17441663006377e-05,3.17441663006377e-05,0.0002513621081347817,Child only
2,0.001,0.0009,15,-0.018522281423011162,-0.018353576695379473,-0.02,-0.019,9.62478331806316e-08,7.683365987544371e-09,7.683365987544371e-09,2.443775313804981e-07,Child only
3,0.001,0.0009,15,-0.0501266198333074,0.026076807343712906,-0.05,0.01,1.1457402550112705e-07,-2.9902875744092685e-07,-2.9902875744092685e-07,2.1645245013319946e-06,Child only
0,0.001,0.0009,15,-0.02022596674190448,-0.00019210168709862018,-0.02,0.0,9.037246026273573e-08,-3.156796407960242e-08,-3.156796407960242e-08,3.3190308828256837e-07,Child only
1,0.001,0.0009,15,-0.00023328303460112381,-0.019973606783771972,0.0,0.019,6.594328417427006e-06,4.5789808612948035e-05,4.5789808612948035e-05,0.0003213839811368773,Child only
2,0.001,0.0009,15,-0.01998073809243838,-0.021104822012803663,-0.02,-0.019,9.76895262882364e-08,1.4507700568614475e-08,1.4507700568614475e-08,2.409140573960065e-07,Child only
3,0.001,0.0009,15,-0.05172481894856263,0.02883760351661547,-0.05,0.01,1.4465681394964922e-07,-2.918267070148574e-07,-2.918267070148574e-07,1.2715843461204574e-06,Child only
0,0.001,0.0009,15,-0.02040168200635342,-4.739246593840911e-06,-0.02,0.0,1.0059817911571009e-07,-5.0433557323499294e-08,-5.0433557323499294e-08,2.960771377308012e-07,Child only
1,0.001,0.0009,15,0.0010787799683198505,-0.005934253023709637,0.0,0.019,6.605751495660612e-07,1.3474126153089308e-05,1.3474126153089308e-05,0.00030681116104135504,Child only
2,0.001,0.0009,15,-0.020386352187433503,-0.020133543261691082,-0.02,-0.019,1.0242069602472855e-07,2.730488451932291e-08,2.730488451932291e-08,2.3243822868016406e-07,Child only
3,0.001,0.0009,15,-0.0264263151661818,-0.028268771585755893,-0.05,0.01,7.870784784237434e-08,4.58879369377315e-08,4.58879369377315e-08,8.136445883831639e-07,Child only
0,0.001,0.0009,15,-0.02049113909200646,0.0001082641522002043,-0.02,0.0,1.022595014253085e-07,-5.7321741665403496e-08,-5.7321741665403496e-08,3.0692450280105406e-07,Child only
1,0.001,0.0009,15,-0.0002876105000165876,-0.023094428178073383,0.0,0.019,7.93232967369361e-06,4.991464342981179e-05,4.991464342981179e-05,0.0003169171272192725,Child only
2,0.001,0.0009,15,-0.019830464345599663,-0.019456817615400877,-0.02,-0.019,9.791304647876717e-08,-6.076292688890454e-09,-6.076292688890454e-09,2.3360145192907473e-07,Child only
3,0.001,0.0009,15,-0.05277919030837705,0.03322515226875848,-0.05,0.01,1.0225853986036688e-07,-1.6127816277459729e-07,-1.6127816277459729e-07,1.0274878760146335e-06,Child only
0,0.001,0.0009,15,-0.02054268323587723,-9.083972934100472e-05,-0.02,0.0,9.418789024264767e-08,-2.7829501687233748e-08,-2.7829501687233748e-08,2.8385352259251067e-07,Child only
1,0.001,0.0009,15,5.0400349628078366e-05,-0.020534484610925857,0.0,0.019,6.589587388809358e-06,4.3446838111293796e-05,4.3446838111293796e-05,0.0002895539757843758,Child only
2,0.001,0.0009,15,-0.020396436515641637,-0.02062006839820314,-0.02,-0.019,9.726039543052614e-08,-2.2627390808592393e-09,-2.2627390808592393e-09,2.3625561508698076e-07,Child only
3,0.001,0.0009,15,-0.04492717728549006,0.0018839540679997623,-0.05,0.01,1.4572712283159327e-07,-3.081029482772837e-07,-3.081029482772837e-07,1.3624624161093457e-06,Child only
0,0.001,0.0009,15,-0.019983039566551227,0.000940543623835756,-0.02,0.0,6.914051031384715e-08,3.254829149565765e-08,3.254829149565765e-08,1.2280695788691593e-05,Parent only
1,0.001,0.0009,15,0.0007703373250515206,0.01768781265557599,0.0,0.019,1.1143247125291942e-07,-5.4032664422097e-08,-5.4032664422097e-08,2.482073337637479e-07,Parent only
2,0.001,0.0009,15,-0.018396037804357723,-0.01494204200838863,-0.02,-0.019,1.3510049972346455e-07,6.590600860985833e-07,6.590600860985833e-07,6.698583690167222e-06,Parent only
3,0.001,0.0009,15,-0.04789889203124039,0.0167509316702238,-0.05,0.01,1.22176756746619e-07,-2.8046510675582102e-08,-2.8046510675582102e-08,1.7272797313731695e-07,Parent only
0,0.001,0.0009,15,-0.020245576272921,0.006807806571341628,-0.02,0.0,3.599364698661848e-07,-4.998728724393909e-06,-4.998728724393909e-06,8.588437942540726e-05,Parent only
1,0.001,0.0009,15,0.0006969579935395033,0.01753729675080651,0.0,0.019,1.1496801993247421e-07,-5.662609834440632e-08,-5.662609834440632e-08,2.4064279537682446e-07,Parent only
2,0.001,0.0009,15,-0.018137591863568007,-0.011430846854670714,-0.02,-0.019,1.8111148481007393e-07,9.058544267363941e-07,9.058544267363941e-07,7.415130842106087e-06,Parent only
3,0.001,0.0009,15,-0.048859775613439155,0.016796537812023397,-0.05,0.01,1.1460297441639921e-07,-3.2533405463187584e-08,-3.2533405463187584e-08,1.9607771568184653e-07,Parent only
0,0.001,0.0009,15,-0.0203410006514401,0.009852604318114366,-0.02,0.0,7.428345885025456e-07,-8.678281176630726e-06,-8.678281176630726e-06,0.00011180201217737449,Parent only
1,0.001,0.0009,15,0.00044983959791455836,0.01822332485071258,0.0,0.019,1.152963169998559e-07,-5.6828057401262945e-08,-5.6828057401262945e-08,2.399632834257722e-07,Parent only
2,0.001,0.0009,15,-0.017923040745930686,-0.006936700965958826,-0.02,-0.019,2.2714048335872199e-07,9.491984644890221e-07,9.491984644890221e-07,5.7846682612414694e-06,Parent only
3,0.001,0.0009,15,-0.04738116956020903,0.019903190808112745,-0.05,0.01,1.1209588664952968e-07,-3.358083015398869e-08,-3.358083015398869e-08,2.0567940503655382e-07,Parent only
0,0.001,0.0009,15,-0.020019197439612335,0.010539741224523395,-0.02,0.0,8.419752421291336e-07,-9.314955214419472e-06,-9.314955214419472e-06,0.00011229328770830757,Parent only
1,0.001,0.0009,15,0.0003874368943272922,0.018514612975650182,0.0,0.019,1.15301996594666e-07,-5.7995578193367586e-08,-5.7995578193367586e-08,2.428276508293124e-07,Parent only
2,0.001,0.0009,15,-0.018716918476601133,-0.015655651465445335,-0.02,-0.019,5.247881378241777e-07,2.621229057709276e-06,2.621229057709276e-06,1.5149054892498516e-05,Parent only
3,0.001,0.0009,15,-0.046722591025756564,0.024424710106137004,-0.05,0.01,1.0954612854922668e-07,-3.027461080602821e-08,-3.027461080602821e-08,2.0955158495356817e-07,Parent only
0,0.001,0.0009,15,-0.020031171937719788,0.008778821443827464,-0.02,0.0,6.396052180211476e-07,-8.093878896390404e-06,-8.093878896390404e-06,0.00011483317150210188,Parent only
1,0.001,0.0009,15,0.0003270077904480154,0.01859394816067941,0.0,0.019,1.218850046302319e-07,-6.471049213210957e-08,-6.471049213210957e-08,2.36695621014374e-07,Parent only
2,0.001,0.0009,15,-0.017275040093456005,-0.01954537743704561,-0.02,-0.019,9.992834346892205e-07,5.199035845684798e-06,5.199035845684798e-06,2.912873566410879e-05,Parent only
3,0.001,0.0009,15,-0.04460321740815198,0.025740223276979245,-0.05,0.01,1.1162497994075726e-07,-5.263544496640136e-08,-5.263544496640136e-08,2.4701073815199415e-07,Parent only
0,0.001,0.0009,15,-0.02000216839353288,0.007928282143770794,-0.02,0.0,5.515511997564933e-07,-7.44600065336332e-06,-7.44600065336332e-06,0.00011490783123785999,Parent only
1,0.001,0.0009,15,0.0003042528759302394,0.018656385856727253,0.0,0.019,1.1953047309021929e-07,-6.807133606274943e-08,-6.807133606274943e-08,2.53245870133821e-07,Parent only
2,0.001,0.0009,15,-0.019349098764449898,-0.020836281835527503,-0.02,-0.019,4.124140871020308e-07,1.6771253341110752e-06,1.6771253341110752e-06,8.273780655927238e-06,Parent only
3,0.001,0.0009,15,-0.04523328047519393,0.030461837389712147,-0.05,0.01,1.2001126285956022e-07,-7.324615595303433e-08,-7.324615595303433e-08,2.7056864201489917e-07,Parent only
0,0.001,0.0009,15,-0.02005096539143006,0.009276637363222599,-0.02,0.0,6.809439742715765e-07,-8.299117964926342e-06,-8.299117964926342e-06,0.00011258096831659474,Parent only
1,0.001,0.0009,15,0.0003074077670734702,0.018681304367919007,0.0,0.019,1.0677816186081786e-07,-4.06933064164431e-08,-4.06933064164431e-08,2.3725431214320845e-07,Parent only
2,0.001,0.0009,15,-0.018535245063267525,-0.018811922431636097,-0.02,-0.019,3.47048214031682e-07,1.6876980686155513e-06,1.6876980686155513e-06,1.0328545923363339e-05,Parent only
3,0.001,0.0009,15,-0.046297313930301794,0.020333190488855013,-0.05,0.01,1.1942520991021588e-07,-5.9326618197544114e-08,-5.9326618197544114e-08,2.3340567035775785e-07,Parent only
0,0.001,0.0009,15,-0.02006198339119866,0.009021821978795056,-0.02,0.0,6.500383718062702e-07,-8.07360438200394e-06,-8.07360438200394e-06,0.00011221027565728088,Parent only
1,0.001,0.0009,15,0.0002676118419079165,0.0187321761647872,0.0,0.019,1.0353001241443647e-07,-1.8755472852155842e-08,-1.8755472852155842e-08,2.159943220016207e-07,Parent only
2,0.001,0.0009,15,-0.01788776800584084,-0.013100706406367789,-0.02,-0.019,1.6356887492072563e-07,7.078700428953489e-07,7.078700428953489e-07,5.4062000685486265e-06,Parent only
3,0.001,0.0009,15,-0.047210622494717955,0.018358942682854457,-0.05,0.01,1.1270054365559209e-07,-4.651680718811571e-08,-4.651680718811571e-08,2.2727841186459757e-07,Parent only
0,0.001,0.0009,15,-0.020108452788292767,0.009372355581262296,-0.02,0.0,7.211307055455215e-07,-8.625032031085635e-06,-8.625032031085635e-06,0.00011410534663976112,Parent only
1,0.001,0.0009,15,-0.0002780608501153948,0.018698502063900363,0.0,0.019,1.0535802525888938e-07,-3.026573501636893e-08,-3.026573501636893e-08,2.2376129875174908e-07,Parent only
2,0.001,0.0009,15,-0.01789193769805439,-0.010516756238316095,-0.02,-0.019,1.6046319921162915e-07,6.942509440678741e-07,6.942509440678741e-07,5.3757703798929875e-06,Parent only
3,0.001,0.0009,15,-0.04740315053500555,0.01567407261459073,-0.05,0.01,1.2233380300586654e-07,-5.097991975045052e-08,-5.097991975045052e-08,2.0642256736051688e-07,Parent only
0,0.001,0.0009,15,-0.020009182900809767,0.008481998349310644,-0.02,0.0,6.889119212931883e-07,-8.782438920365272e-06,-8.782438920365272e-06,0.000124445074291391,Parent only
1,0.001,0.0009,15,-0.000474331056462584,0.018712635213607418,0.0,0.019,1.0566499218907586e-07,-2.8920685629450122e-08,-2.8920685629450122e-08,2.2032333304731446e-07,Parent only
2,0.001,0.0009,15,-0.0205007424984611,-0.02948023934675546,-0.02,-0.019,3.109590599790457e-07,1.156620279857414e-06,1.156620279857414e-06,5.628298156039202e-06,Parent only
3,0.001,0.0009,15,-0.04640230369454025,0.025226581162672068,-0.05,0.01,1.0959653159405055e-07,-4.135119259921583e-08,-4.135119259921583e-08,2.292252524587047e-07,Parent only
0,0.001,0.0009,15,-0.030294275645356476,-0.06445614024948268,-0.02,0.0,0.0003311132019951149,0.0006138991445819294,0.0006138991445819294,0.0011385172257181529,No movement
1,0.001,0.0009,15,-0.0008089598550625109,0.02266803612282665,0.0,0.019,1.4624611164305344e-07,-3.630313334444945e-07,-3.630313334444945e-07,1.8350490349038062e-06,No movement
2,0.001,0.0009,15,-0.0186163083569067,-0.015197042995908516,-0.02,-0.019,7.692024690522992e-08,-1.0556899006470194e-07,-1.0556899006470194e-07,2.0567708735319685e-06,No movement
3,0.001,0.0009,15,-0.041168632702274825,-0.015131304044189036,-0.05,0.01,3.027514913581777e-07,7.965265185147883e-07,7.965265185147883e-07,2.8054515539564785e-06,No movement
0,0.001,0.0009,15,-0.032017572571533585,-0.06126446837514625,-0.02,0.0,0.0002938238651269181,0.0005645404063961262,0.0005645404063961262,0.0010850207536344995,No movement
