sigma_pos,sigma_theta,sigma_encoder,k,connected,limb_id,child_id,cost_per_obs,cov_trace,cj_x,cj_y,cj_theta,n_obs
0.05,0.09,0.017,20,False,7,2,32.5243982514179,0.0005037556515076922,-0.017778755029538212,-0.015622018481340958,-0.00010203049337709944,20
0.05,0.09,0.017,20,False,7,4,27.544767280104832,0.0005002208370461403,-0.1257357595781754,-0.0017459476547801076,0.0005981050701351131,20
0.05,0.09,0.017,20,False,0,6,16.437823898195866,0.0005001683417847657,-0.15844053589079404,-0.016312670189690327,-2.8320115435611228e-05,20
0.05,0.09,0.017,20,False,4,8,45.58614888065601,0.0005008472117939223,-0.0897818179811034,0.0010860741437387147,-0.0006975628104068094,20
0.05,0.09,0.017,20,False,7,0,31.35994190342157,0.0005003426733582384,-0.18426567483096543,0.002886914139402618,0.0002165124872746847,20
0.05,0.09,0.017,20,False,3,6,19.567774998636203,0.0005001006669840542,-0.1473509873705715,-0.001509000414107779,0.00035986552742642145,20
0.05,0.09,0.017,20,True,0,1,0.9364551656290019,0.0005035353824595816,-0.02093184166136949,0.0008418878621923915,-2.3033664739328616e-05,20
0.05,0.09,0.017,20,False,3,0,14.17176206780098,0.0005001002938746389,-0.14893852807421418,-0.002521626948112254,6.566719738280874e-05,20
0.05,0.09,0.017,20,True,4,5,1.0622916688216557,0.0005045252531429067,-0.0038848600998102716,0.010398351227694192,-5.566574836021861e-05,20
0.05,0.09,0.017,20,False,0,3,19.45654561600484,0.0005001101522258334,-0.15587950928544397,0.004550042628181537,-9.194664409033577e-05,20
0.05,0.09,0.017,20,True,3,4,1.2754636935083339,0.0005027457515327856,-0.03676704964452828,0.0031321191553373064,6.067814905020206e-05,20
0.05,0.09,0.017,20,False,6,0,22.255753669008943,0.0005001413620122394,-0.13674174955059973,0.005548030370283717,0.0004962940441677115,20
0.05,0.09,0.017,20,False,0,7,32.59588972112624,0.000502471603834114,-0.04275109984494099,-0.00023684811725448786,-0.00013251818144944535,20
0.05,0.09,0.017,20,False,1,8,15.996973347061365,0.0005021318940350515,-0.05186225638013224,0.014991254872183243,8.461730516726974e-05,20
0.05,0.09,0.017,20,False,2,8,33.975412776284045,0.0005002545983717776,-0.14119268482707728,0.026037031803822854,-0.00029947980551991575,20
0.05,0.09,0.017,20,False,3,1,24.446226341148332,0.0005024617412785612,-0.043909417619053794,0.01410180719873213,5.8030852567709476e-05,20
0.05,0.09,0.017,20,False,4,7,39.51201825252447,0.000500238311403263,-0.12432754997356792,-0.004151792565424775,-0.0006351741763119559,20
0.05,0.09,0.017,20,False,6,3,22.954346058018622,0.0005002571486815133,-0.12257641313155851,-0.003968760980005032,0.00042043275613894485,20
0.05,0.09,0.017,20,False,0,4,16.442755583664297,0.0005027295094696823,-0.03707281239579571,0.00011985816809594835,-0.00011063866198302658,20
0.05,0.09,0.017,20,False,5,8,22.066317182372497,0.0005003558943335991,-0.11818754165335131,0.015310405196349769,-0.0003413281906859488,20
0.05,0.09,0.017,20,True,7,8,1.0916673811076367,0.0005042170285223014,-0.009330318664557802,0.013253694982724312,-1.8561477719780323e-05,20
0.05,0.09,0.017,20,False,3,5,21.810534012820373,0.0005053079417275189,0.008796901084678097,-0.005946430673175627,-0.0002793072809188472,20
0.05,0.09,0.017,20,False,4,3,38.38778108649272,0.0005001878413207093,-0.17038215823310857,0.004047448762369636,0.00015578845500950075,20
0.05,0.09,0.017,20,False,4,6,50.98185005541029,0.000500691994592146,-0.198656626442955,0.02254020181224755,0.0003675570943842777,20
0.05,0.09,0.017,20,False,1,6,29.091930887557584,0.0005003290852299157,-0.18206947119128467,0.009372592337392677,0.000124275940079511,20
0.05,0.09,0.017,20,False,6,1,21.61238700915188,0.0005026712435290657,-0.038332578615496646,2.1477402499996004e-05,0.00015119745545833212,20
0.05,0.09,0.017,20,False,7,1,13.654060821061368,0.0005003932737740756,-0.11755871996443079,0.019371735273657247,-3.2364677427997924e-05,20
0.05,0.09,0.017,20,False,1,5,25.1182481235333,0.0005013411659068877,-0.07294959307153545,0.009268551218962933,0.0001560966628120052,20
0.05,0.09,0.017,20,False,3,7,34.85071541487529,0.0005024994277760294,-0.042393682726408574,0.0076511897092592235,0.00040779255446517313,20
0.05,0.09,0.017,20,False,5,2,34.11052940195908,0.0005004892009983015,-0.10768996645783556,0.010119110688599081,-0.0005737936312396375,20
0.05,0.09,0.017,20,True,6,7,0.7990520293394243,0.0005035090904531472,-0.024185816609016694,-0.026507303221654482,1.0583912049686705e-05,20
0.05,0.09,0.017,20,False,1,4,16.93006407943664,0.0005001606883189712,-0.1385265742212282,-0.01298514520259238,-9.236856243847838e-05,20
0.05,0.09,0.017,20,False,2,5,24.69178121460957,0.0005002541754750755,-0.13175793726544602,0.020509795735663732,-4.809427177451199e-05,20
0.05,0.09,0.017,20,True,1,2,1.2289478411815522,0.0005035163344975066,-0.022171322574025307,0.015059572285972947,5.16554052256686e-06,20
0.05,0.09,0.017,20,False,0,6,22.23826479987541,0.0005002738247009552,-0.12150719285670912,0.006070589711435167,-0.0006963410186792561,20
